,date,review,rating,isEdited,title,userName
10,2022-04-25 06:15:20,"Unable to transfer to payee  successfully despite using passcode and OCBC providing a auto-message to say looking into it. 
And it is irritating to have to confirm the scam alert notification for every log in . Please do away with the repeated acknowledgment. It shd be like T&C where it is confirmed one time only
And please … you even restrict the nickname ! It’s a nickname and I have to try so many times cos it’s already taken?! 🙄",5,False,Process,P250422
11,2023-12-05 09:00:51,"I just wanted to open a savings account using my existing customer profile. However, I faced an error on the OCBC mobile app stating that I’ve already opened an account when I haven’t. I called the customer officer hoping to get some help but without advising me what I can do online first, the customer officer just tried to brush me off by telling me to go down to the branch. We are living in an advanced technology era. Why the heck do I need to waste time to go down to the branch just to open a new account? Then what is the point of having this online application for account opening when it doesn’t even function well. DISAPPOINTING!",1,False,Very terrible service,Pearl97234
12,2022-12-31 00:38:18,"The new UI requires more steps to transfer to a given UEN. Worse, the reference text (now somehow called Message) does not appear editable (no blinking cursor, I had to try typing something to test, poor choice of widget) and cannot paste text from elsewhere into it. It is very inconvenient because sometimes the other parties require to indicate the invoice number for example. Last but not least, this text message does not show in the post transfer screen so when it is shared with the recipients they can’t tell if it has been done correctly.

The old UX is way better.",1,False,Don’t fix things which are not broken,From Vietnam
13,2023-01-06 07:56:03,"iPhone13 on latest iOS crashes after latest update, very slow, crashes often, network connection problems, can’t use it to do simple transactions like pay bills or even send feedback. Weird blank pop-ups with words “object-object”. The previous update was much easier to use",5,False,Latest update doesn’t work,spinnej
14,2020-12-28 11:53:55,"Can’t seem to change to sign in on my other mobile. Keep asking me to use one token if I don’t get the otp but the one token can’t even work via the mobile app. 
Kept on deleting app and reinstalling it many times. Worst app ever. And no matter how many times I update my phone it still doesn’t sent me my otp on my mobile. 

Really need to look into getting a professional app developer!",4,False,Horrible experience,jck ccc
15,2022-02-10 16:39:32,"App doesn’t load pass the splash page with the OCBC logo. It hasn’t been able to load for 2 weeks now and it totally wrecks chaos to my mobile internet banking activities. What’s worse is i can’t even login via their webpage as i need the authentication from the app. There seems to be no urgency from the bank to solve this problem as i’ve seen several reviews with the same problem. It’s utterly disappointing when a bank like them can’t even deliver their brand promise, which is to truly understand the desires and needs of their customers. Now that’s Simply Spot On i say.",1,False,App Hangs On Splash Page,658abgfd
16,2023-01-13 15:34:42,"This is such a trash app, already feedback sometime ago but there’s still no action taken to rectify it. We desperately need to have the transaction details for bank transfer done !!! what’s the point of keying in the details on your message column which only the payee can see but we as the payer can’t see it when the bank transfer is completed !!! How else can we know what we’ve paid by bank transfer when there’s no transaction record !!! pls URGENTLY rectify it !!!! This is the 2nd time that i’m reiterating this issue, pls do not make me reiterate a 3rd time !!!",1,False,No transaction details on bank transfers done,Janysg
17,2024-01-16 14:39:17,"-One view and money lock information/sections taks take half of the beginning of the screen when we click on what you have section. Those items should be temporary or move somewhere where it does not disturb navigation. (Before it was only oneview but now with moneylock it’s just too much information cluttering the screen)
-360 percentage Interest earned each month missing in the app
-Dark mode not supported
Thank you for improving the app",3,False,OCBC Review,Snakito
18,2023-08-05 05:25:56,"Can you please improve the reauthentication experience? When I relaunch the app after a while, I was asked to authenticate with Face ID, after which, the app told me that my session has expired and ask me to auth with Face ID again (even though I’ve just done that a minute ago). Once I’ve done that, I’m brought to the main screen, which is frozen. I had to kill the app and restart the whole process. In general I had to log in with Face ID 3 times whenever I relaunch the app from the background.",2,False,Reauthentication needs improvement,Shing L
19,2023-05-24 02:57:20,"I want to do something as simple as changing the account name so I can sort out the multiple accounts for me and my kids, but there’s NOTHING on app that informs me, I had to look all over the app, and there isn’t even a help on mobile. Why is this simple function only available on desktop? It should be something made easy for users to achieve on mobile.",4,False,Ux is good but..,bitterjo
20,2023-01-02 08:16:41,"The recent update for OCBC digital, has a pop up security message and I am unable to click “proceed” due to the enlarged message size, neither am I able to scroll it down. The phone model that I am using is IPhone SE, please have it fix asap as I uses the phone app to do bank transfers. Thank you",5,False,Latest Updates With Bugs,Ssmartie
21,2023-09-26 10:38:51,"not sure why the payanyone app is removed since Oct 23. the only benefit of a separate app was so that when making payment for instore purchases, there’s no need to open the main app which shows your balance to possibly the queue behind you. i assumed that the main ocbc app would mirror this by allowing you to select paynow before logging into your account, yet it does not support QR. huh?? integrate all its function if you wanna remove payanyone.",3,False,defunct payanyone app,x xx xxx xxxx
22,2023-08-23 13:13:24,"Functionality works fine. But lacks in user friendliness. Lacks with native iOS experience.

Eg: every time have to scroll to the bottom to choose the accounts after coming back from accounts detail page.",5,False,Overall all the functionality works,sathya-$$
23,2023-10-05 11:52:59,"Everyone should read the 5 star reviews. Many of them are 5 stars but details the app as terrible. Don’t be fooled by the 5 star ratings.

A fundamental job of the app is OneToken.

If you exit the app without logging out and you request a one token authentication - once you press the notification instead of being able to authorise the transaction you are greeted with a notice telling you you have been logged out instead.

This bug has been present since 2000 (and god knows how long before that). Such a fundamental bug that disables a key function of the app and it not being fixed shows you their properties.

Meanwhile they are overzealous about warning you of scams - you can’t disable the notices even though you’ve read it over and over. There is a fundamental disrespect for the customer in this regard. We are not all fools.",1,False,Terrible app terrible bank,Neekchan
24,2022-12-27 11:23:12,Don’t know what happen to the apps… nowadays it takes quite a long time to load the apps and got kick out frm the apps a few time… it’s quite frustrating especially when I’m using the QR scan to make payment or withdraw money… I’m like holding up the Q…,5,False,Very lag and takes long time to load,MSG Lover
25,2022-08-20 03:04:55,"OCBC Digital apps is perfect.

Would like to suggest highly negative rating and unpopular “ OCBC Pay Anyone “ apps to be scrapped and that function should be included in the “OCBC Digital ” apps. 

This will more appropriate to use only one single Apps as “Digital “ rather than two separate apps way more than unprofessional and unproductive.",5,False,OCBC Pay Anyone apps merge with OCBC Digital,Not-so-Old-man
26,2021-04-26 13:06:14,"App’s great. But recently am not able to log in to check bank balance, etc. Error message kept asking to check internet connection. But the same problem kept recurring regardless on data or wifi. But able to make transfers from the quick click option on the main page though. Pls advise :)",4,False,Error,fairyha
27,2023-02-22 14:06:38,"this app loads EXTREMELY slowly. sometimes it doesn’t even load the login page for me, and i am unable to login and use paynow or any features. this does not correspond with my internet connection or maintenance periods, since even when i have stellar wifi and am using the app on non-maintenance periods, the app still runs slow when it is supposed to work fine. how can i use this app if i cannot even rely on it to login? please optimise your app ocbc!!! users need to be able to login properly to even use your app!",1,False,app loads slowly,K4G4MINEWRLD
28,2021-09-01 13:41:52,"As per title. After asking for face ID it just keeps spinning for about half a minute, then showed a blank screen for half a minute before showing the summary page. Make a transfer to my own account and takes another half a minute, then suddenly tells me the internet appears offline. Transferring to my goals take more than half a minute each. The app takes so long to do everything it's practically not usable.",1,False,Every page takes at least half a min to load after updating to 14.4,rebekahgkh
29,2023-01-09 01:51:17,"Currently the transaction happened thru credit card was counted twice in the money insight. All the transactions are already reflected in the details and the credit card bills are also counted again, pls look into this.",5,False,Transaction thru credit card counted twice,zeroinjbhvcfdwasrco
30,2021-06-30 02:40:29,"There is no option to redeem the bond amount via mobile app unlike the UOB mobile app, it can be done on the go(anytime, anywhere). The current option to redeem SSB is to do it at the physical ATM machine which I feel is really inconvenience.  Please improve in this aspect for the convenience of all OCBC users like myself. Thank you.",5,False,Redemption of SSB,thjhbjb
31,2021-03-16 07:04:40,"I am using iOS 14.4. Whenever I went to check transactions on this app, the phone gets super hot within a minute and battery drained 3% in just less than 2 mins of usage. Please fix this as I am not intending to purchase a new iPhone just because of this heat issue.",5,False,Phone gets extremely hot,-KTH-
32,2021-06-29 07:58:23,"The title says it all. Every bank app can probably perform the same tasks, but the OCBC app does it in a simple and intuitive manner. You will probably not switch your bank because of an app, but if you already have an OCBC account, please consider using the app. It is great. Thank you.",5,False,Best User Interface Design,Maverick-Boy
33,2023-10-04 01:52:37,Have been using the apps for many years.. the initial response is still quite good.. but lately the app always kick me out saying idle for too long which I pause using only for less than 1 min to look at the notification from my phone after I completed an operation in the app.,4,False,Getting slower and hang more often,Christina Chaw
34,2021-02-08 22:12:32,"The screen and phone will freeze sometimes when using the app. Cannot do anything for a good 60 seconds. Need to keep trying to do a forced reboot of the phone before the phone re-boots.
Assessing Other banks app do not have these problems ..",5,False,screen and phone freeze,Addict candy
35,2023-08-28 03:07:18,"App getting longer or cannot load in at all.
Cannot do fund transfer sometimes or many times finished fund transfer then cannot check balance in account. Last time never like this. Why this app getting lousier??",5,False,Can’t load in,Ilovecurry79
36,2023-04-07 06:53:12,This problem is made worse when it’s lunch hour rush and I need to make payment via it’s scan and pay function. The loading time makes it look like I’m using a dinosaur phone.,5,False,App loading is comparatively slower than other apps.,Aholalallaa
37,2023-04-11 13:29:12,"The app is laggy, and now the comment box for
Transfer - you tried to make it fancy, but it is so user unfriendly. I can’t reject suggested auto fill- and it includes a special character which you do not accept. I tried to shift the cursor to the special character to delete but could not be done. Please don’t be fancy if that means basic functions removed.",3,False,Updates with worse features,Tottochan9
38,2020-12-02 12:18:35,"I have been using the OCBC app on my mobile phone and today when I tried to login, it prompted that onetoken has to be reactivated on my device and proceeded to attempt to load. Then I kept getting the same message that the service is unavailable. For the whole day????",5,False,Is OCBC onetoken down?,Aidylrocks
39,2022-12-31 16:34:01,"It’s no longer possible (or I’m missing a trick) to add comments via copy and paste for things like reference numbers. Would be nice have this feature reinstated again. 

Does what it says on the tin but I still find the best user experience to be with DBS mobile app! Would be nice to see OCBC step up to the plate in a more meaningful way other than just looking nice(r)",3,False,Latest update is missing a few creature comforts,Teemeerteeth
40,2023-02-17 16:27:36,"The app always freezes with a white screen when I put it in background. Also, was trying to check on my credit card details when it became white screen again.",5,False,App always hangs with white screen,Yikster
41,2023-12-04 10:33:26,"When their web site login triggers a 2nd factor authentication, the app can’t proceed by presenting a “time out” error. No other local bank apps has this problem. 

I tried to use it to pay my bill via AXS app, and again the same time out problem. Now I am stuck and unable to pay my bill. 

I really wonder what kind of testing was before they released it.",2,False,The only local bank app that can’t even get the basic right,limfangwu
42,2021-01-13 07:56:34,Managed to activate onetoken on new device smoothly. UI is straightforward to use and can get a glance of everything at summary view. Can improve on loading speed as sometimes loading of details may take a bit of time.,5,False,User friendly,Shokutten
43,2023-01-27 04:11:52,"It’s been quite often the app doesn’t work be it using 4G or my home wifi at full strength. It will try to login and display internet connection isn’t good error which is definitely a generic error as I am using home wifi 

It’s frustrating and I suspect the app is unable to handle multiple login requests at the same . You want reliability in app and I like to add all the fancy pictures and UI doesn’t help in any way for me to want to use the app. 

 please check.",1,False,App doesn’t load most of the time,jeffrey ow
44,2020-12-02 03:51:20,What a joke. The OneToken doesn’t work. So I reinstalled the app after trying unsuccessfully no less than 9 times to re-activate my one token. Now it’s asking me to use the physical token that I stopped using more than a year ago. The battery is dead. The account access is dead. The App is dead! What a bunch of losers trying to be hip and digital. Gosh!,4,False,WHAT? To use physical token again?,Not Dependable
45,2023-04-02 01:06:40,"I used to pay my SP bills via their app using linked OCBC credit card. Payment confirmation was received by sms. Now after the recent update’s confirmation is done via app push.
As a result, payment transactions are never complete and displayed as in progress forever.
Please test integrations carefully before introducing such braking changes.",3,False,Broken payment confirmations after last update,Bakanych
46,2022-08-07 06:41:45,It takes FIVE days to get a response which is a little too late when we need to apply for a time-based promo. Rates are not updated in real time. This is NOT acceptable. How to trust if I’m getting best rates when I use online application?  Is it so hard to just pick up the phone and give me a call instead of ding donging messages and hiding behind this App if you simply cannot get what I had raised. Poor service level. Up to 4-5 messages now - I don’t have the time to do this with you OCBC ! My time is PRECIOUS.,1,False,Disappointed,Love from Singapore
47,2023-10-16 01:08:40,"The ease for the use of the digital world. OCBC makes Islamic Banking and finance easier than ever before. It battles the munafiq state and In Sha Allah better the lives of everyday Singaporean, Malaysian,Indonesian,Modern day Burma. And most and foremost Vietnam and Greater China for greater days ahead. Warmest regards Encik Muhammad Afiq Bin Mohd Arshad Bin Ibrahim Bin Abdullah / Mr Keling Long Le
Love for the sake of Allah SWT and Rasulullah SAW. In Sha Allah.",5,False,The application makes Islamic Accounts,Mysterychamp
48,2024-02-02 03:34:27,"For a bank that claims to have great CX and human interaction, they are not very humanize. Can the app stop asking me to activate the money lock? Who the hell use moneylock in a bank?? If people has that much money to lock it away, they will put it in a secret vault, not in a digital money “lock”. Give customers to disable these messages. I don’t need the feature now, I probably won’t need the feature 5 mins later. Also, there is a negative review with negative words but a 5 stars? Obvious a fake review",1,False,Annoying messages,bidutse
49,2022-05-16 17:48:32,"Reset the phone, changed telco. Singtel, M1 & MyRepublic all unable to login most of the time. Only home wifi works. Tried two different phone issue persist. 

Scam alert feature should be able to turn off after few reminders or have the option to manually turn off. The app is already not loading properly on mobile data, the scam alert feature makes it worst. Overall crap experience on OCBC app. POSB/DBS is much more smoother.",1,False,App extremely slow on mobile data.,Melvin's iPhone
50,2021-02-05 16:43:54,"One token has big defect that if old device is not available or old device can’t update to latest app version, you can’t do any transactions on other device! Will consider other banks due to this troublesome design",5,False,Seamless but buggy one token authorisation,Lee Nemoke12345
51,2022-02-03 09:40:37,"Displaying the scam alert on EVERY login serves no good than to waste ~5seconds of our lives per login.
How many times will the user need to acknowledge the message before they can learn?
Will they recall better on the tenth times than the first?
Everyone will just scroll straight to the checkbox and get it over with.
Worst is when you have a new notice, and the hardened users will just treat it like the previous one, and skip ahead.

Perhaps a short quiz after the alert will be more productive, or even just showing it only on the nth login is will be sufficient as a reminder.

I’ve always love your app, but this is beyond stupid.
Do follow the best practices and provide an option to skip it on subsequent login.

I’ll move to another bank if this continues on the next app update.",1,False,excessive scam alert in login,engbooi_
52,2024-02-08 00:26:24,"Kudos to the OCBC digital team for your most excellent banking app. User experience is top notch and your feature rich suite of services obviates the need for analog banking. A suggestion - if you could enable card loyalty point redemptions on your app, that would be amazing. Thanks and well done.",5,False,Fantastic UIUX,ElizabethB23
53,2024-03-18 10:16:05,"Ocbc called me i lock out from my login page. To check whether the transaction is fraud or not. You can simply locked my account and i have to wait for 12hours. Now is more then 12 hours and I can’t even login to my account!!! Now i’ve tried to login many times cannot login. Expect me to go down to branch, expect me to have my token. I have bedridden father at home. This is such a hassle for me!!! THE WORST BANK EVER! Since i have to rate i give it 1 star. Prolly 0 is what i wanted to give",1,False,"IF THIS IS MY PERSONAL ACCOUNT, DO NOT ANYHOW LOCKED MY ACCOUNT",Cvndee
54,2023-09-21 22:53:21,"Many features, too many such that it can be difficult out to navigate around. Core functionalities like finding out credit card transactions are hard to find. Very slow rendering of pages relative to other mobile banking apps. Not a good user experience, in summary the slow and unintuitive navigation makes it an app that requires much patience to use",2,False,Too many good-to-haves without fulfilling basics,isryanalreadytaken
55,2021-02-19 02:34:32,There is no option to add/delete credit cards in the Pay Bills section. And the shortcut buttons should reflect what the user used most. The Pay Bills icon appear on the starting page but not after login. User needs to tap 4 times to get to Pay Credit Card subsection. And there’s no customer feedback link in the app... which is unusual.,3,False,Improvements needed,youtrip user
56,2023-04-01 04:04:54,"My one token is unable to send push notifications (no notification at all even when i opened the app manually)  and resulted in me unable to pay for some online stuff. The reminder on bill payment is also gone, causing a late fee which cannot be waived after the update of app.",3,False,Push notification all gone,JaronK
57,2024-02-01 13:36:37,"Using VoiceOver. Under the investment sub menu, I used to able to see the different investment options under the investment sub menu. However, now voice over can only tell me for different options as sub menu items. So there is no way for me to tell what is the investment options in the particular sub menu",3,False,Problem with using VoiceOver,Bat66422
58,2023-02-09 00:07:39,"The ocbc app had been updated in terms of colour scheme and layout. The good thing is that there are more icons/graphics, however the colour of like grey against white makes it difficult for readers with poor eyesight. I also noticed the fonts become smaller..
If we are encouraging more users to use the app, pls make the option of fonts available and contrast of fonts with background more obvious. Thank you.",2,False,User experience,1/Em/1
59,2023-02-11 13:28:28,"First is getting password is so troublesome and need access key - these measures are just too much.

Recently went backwards by removing ability to put comments or manual notes and only allow preset notes - I used to use OCBC and the app to make transfers and I need to make notes that appear per line transaction which doesn’t appear now really one step forward 10 steps back

Pls do landscape study with Uob/DBS / Standard Chartered that are faring much better",1,False,OCBC post saga too many problems,Don Liu
60,2020-12-02 04:52:39,After an update 2 days ago i cant even open the app anymore. Keeps showing the message “retrieving ocbc onetoken” over and over but i cant access my account!! This is very troublesome and is disappointing!!,5,False,Cannot use anymore,Vinsanity xxx
61,2023-01-30 14:18:12,"For many tasks, the app now shows a warning screen to warn about scams. This screen is NOT scrollable, and take up the entire screen on an iPhoneSE 1st gen, with only the very few pixels of the top of the dismiss button showing which is nearly impossible to press. This blocks some important functionalities of the app. 

Very bad user experience with this warning screen implementation. The rest of the app, while somewhat sluggish, are still usable on these smaller devices.",1,False,Practically unusable on iPhoneSE 1st gen,UnhappyUser2023
62,2024-01-12 13:23:21,"OCBC banking app is not only user-friendly, it’s safe , simple & easy to use , it’s so much better when comparing to the other local banking apps , keep up the good work , keep improving on it & stay on top of yr competitors!",5,False,Best local banking app so far to date !,Sngsteven
63,2020-12-02 16:10:27,"app was already worst in the first place now even worst. uninstall and install multiple times not working!!!

my phone become extremely hot whenever i launch in the ocbc app and batt will start to drain!! 

im not the only person encountering this issue",5,False,APP KEEP HAVING TECHNICAL ISSUE,Hyra R
64,2022-10-28 01:48:33,"The number of times this application has failed me is really frustrating. First, the fact that I had to wait for 20 mins just to get a OTP pin so I can scan and pay for my food is already frustrating enough. Infuriating as it is, the numerous attempts I tried again was already making my blood boil. Disappointingly enough I ended up not being able to purchase anything. This is the WORST application ever, UNRELIABLE and I’ve had enough of this.",1,False,"Worst, unreliable banking app",Whejkdjfkkcckk
65,2021-11-24 05:54:51,"Am I the only one whos transactions load in super slowly?? Like for example i would purchase something in an online game on my phone, and it literally takes days or weeks for the transaction to load in. I don't see a refresh function on the app so I don't know what to do... The only thing that loads in fast is deposits when I go to the bank machine..",2,False,Issues with how fast transactions load in,how can liddis
66,2021-04-27 10:52:28,"Every time I try using the app, it would say temporarily unavailable. Please check your internet connection and relaunch the app. Did that, did not solve the issue. Reinstalling also doesn't work.",5,False,Unable to use the app,VermilllionS
67,2023-12-28 10:42:10,"Hi OCBC Dev team, the functionality for showing the full details for credit cards got broken in the recent versions and transactions are not named. Pressing on the “show full details” option does not work for showing the named cards’ transactions. This makes it hard to check for unauthorised use. iOS 16.7.2 , on most recent ver. 18.8 of the app. Thanks.",2,False,See Full Details option for Credit Cards not working,J_A_Potato
68,2022-12-24 18:02:10,"I see that after the app update, the feature that allows users to include small notes about their paynow payments is gone. Kindly bring back this feature so that it is easier for customers to validate each outflow of cash. In making changes, pls don’t make it harder for customers to check their account transactions by dropping payment details.",1,False,Bring back option to include details about the payments made on the app,missinrin
69,2024-01-11 11:56:24,Yesterday I can scan QR to pay now and today can’t even scan. It’s really embarrassing to hog queue when it’s suppose to work. Even the basic functions to view accounts gets stuck with blank screen need to restart a few times the app to get it to work. Just horrible to the point I am thinking to close off OCBC account as it worries me if I will be able to get money out one day when the app just breaks,1,False,App just gets more and more unstable,HonestNinja
70,2022-02-25 09:28:49,"I have not been able to login to ocbc app lately. I use iphone ios 12, and after the app loads and opens all i see is the ocbc logo in the page as if it is going to load the page. But, nothing happens after that point; not even like it is hung; just that page. I don’t know what is the issue. Haven’t been able to login to my online banking for a while now as if i do so from the laptop too it asks for app otp or app aunthentication!",1,False,App not accessible,sheeja ocbc mobile banking
71,2020-12-04 08:05:21,It is best if you could improve by sharing image after done the PayNow or bank transfer instead of we have to screenshot the whole image rather than just sharing the texts that we have transferred the payment. Like how Uob does.,5,False,Improve sharing image,monaliza said
72,2022-08-20 16:23:17,Restrictive and slow. Unable to transfer to my related accounts even after daily limit has been activated. Lousy,5,False,Change of transfer limit,shitsystem1
73,2024-02-15 15:45:12,"new joiner trying to open an account. cannot access banking on website and app because the process has many tokens, pins, and card numbers to be consumed, all for different purposes. Activating a pin for online banking got logged out. Help line redirected to bot, which redirects to online form which said cannot log which directs to bot again. stuck and no help. waste of time, please help me close my account  thanks",1,False,onboarding process have to be relooked,Darren Josiah
74,2023-08-13 05:09:58,"Amazing fast service by OCBC Tampines branch. Went to branch to open account at 11:00, got number at 11:10 and by 12:00 noon the account was opened also they gave me physical debit card and internet banking activated. Thank you OCBC for the speedy and hassle free process.",5,False,Superb service,DhiruBhaiShah
75,2023-10-02 05:23:32,If you are taking away OCBC anyone app and want us to use OCBC digital then please let us hide our bank acc financial info…or at least let us go straight to scan to pay instead of show my account balance another info when open this app.,3,False,Can’t hide account balance when open this app for pay now,Sam NTH
76,2023-02-01 21:44:11,"Ever since the app got upgraded to the new ui, i cannot paste text on the Add Message field when trying to do a transfer. Pls fix this as sometimes we need to add account numbers in the comments especially when transferring to robos or other trading apps",3,False,Cannot paste when trying to add message on the transfer,suz ng
77,2021-06-02 08:38:44,"The App was so lagging on old phone where other Bank app can work smoothly on old phone. 
Some time have keep error and have to uninstall and reinstall, and I have to login to PC for transactions...
OCBC as a large cooperation, I am really disappointed of their standard to have such software development to design the app which have caused so many issue and so lagging in the old phone.",1,False,The App from time to time will have issue and so lagging in the old phone.,Donald60448
78,2021-05-02 05:01:01,"The app used to be great, I was able to easily check my balance etc. However, its been almost a month and I couldnt access it. It kept on saying I have internet problems even though I do not. Tried to install & uninstall the app multiple times but to no avail. Please fix this issue, I see other users experiencing the same thing as well.",2,False,App keeps on crashing,zeer2457
79,2020-12-28 17:01:22,"Cant manage to log in on new device after changing phone, found out its bc this onetoken thing can only be activated on one device. Cant figure out how to deactivate it / reactivate on new device. When i clicked on “manage onetoken” on the app, no actions could be taken. Called bank a few times too but always busy. Server on application also always states that its unavailable, always asking me to try again later....",1,False,OneToken is bad,1'nsokznw$:
80,2024-01-26 02:08:50,I tried downloading the app since two hours ago and it is not able to be downloaded. Ridiculous when I can download other apps.,5,False,Can’t even download,grckoman
81,2020-12-13 14:20:49,"Is there a new IT team? App performance getting from bad to worst! OCBC app to be good many years ago but lately it has been so buggy and problematic. In terms of intuitiveness, responsiveness and logic of app design, other banks are surpassing OCBC. Do the team even test the app out whenever they roll out something new? I’m writing this review with frustration now as the OneToken is not working and I basically cannot perform any banking as the web version requires OneToken too. This is horrendous for a highly digital era.",1,False,Getting bad to worst,Jolynlip
