Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title
10,2023-11-21 09:22:11,"Hi there! Thank you for taking your first step to digital banking with us. Your review means the world to us. 💜 We have been busy working on new and exciting stuff, and we can't wait for you to try them out in the future. 🚀",Honestly is my first time depositing digital banking A lot worry . But at the end is a great experience. I believe a lot of us wanted is the return . And they offer very high interest. Will continue to deposit Thank you,5,True,caseysam_home,Great deposit benefits
11,2023-08-22 10:22:46,"Thanks for sharing with us your thoughts on this, KiloBites. We greatly appreciate your feedback and look forward to continuously improving our GXS app. Rest assured that great things are in the works! 🚀","My biggest frustration is that I can’t save payees when sending money.  Everytime I need to transfer funds, I have to select a transfer type and fully type out the account number, payee’s name, and select the bank.

This is incredibly tedious esp for accounts I pay frequently. Without this “fundamental” feature a payee list, it’s easy to make mistakes entering long account number, name and bank name each time.",1,True,KiloBites,No Payee Saving Makes Trnx Tedious
12,2024-01-11 08:48:28,"Hi @Morrrrraaaa, we're thrilled to to know that you like our app and our promos! 🥳 We have been busy working on new and exciting stuff, and we can't wait for you to try them out in the future. 🚀Cheers to 2024! 🌈","Best bank to save up and best bank in receiving cash back! And also, so happy to be able to win a lucky draw from here! Hopefully things get much better in this year!",5,False,atinaaah,Best bank!
13,2023-06-05 15:00:14,"Thanks for the awesome review! We're thrilled that you find our app highly responsive, with a simple yet comprehensive interface. We're here to make your banking experience top-notch. Enjoy the app! 😄  ","App is very responsive, and interface is simple but comprehensive. Transaction speeds are very quick too.",5,False,Colddogbun,"Simple, easy to understand interface"
14,2022-10-31 05:18:02,Hey therel! Happy to hear you like our app! We're just as excited! 🤩 Thank you so much for your 5 star review! 🙏,Despite a lengthy onboarding but my account got approved promptly. I like that the app is snappy and easy to use. Waiting for credit card so that I can switch to GXS as my main account.,5,False,Peacemoon,Easy to use
15,2023-11-16 19:29:12,"Hey MikeEkimC! We're absolutely thrilled that you fell head over heels for our app. 💜 Thank you for your 5-star review, it made our day! 🤩","GXS offers seamless, fast and super effective digital services. 
Never ever I had such experience with other banks. GXS definitely is the bank of future! 
You must try it to believe!",5,False,MikeEkimC,GSX - the bank of future!
16,2022-10-06 02:05:55,"Hi Mani! Thank you for your 5 stars review. 💜 We are thrilled to know that you like the app security and our user interface! 🤩 We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🚀","I recently used this digital bank, which has many security features and user friendly UI.
I 100% recommend to used this App.",5,False,Mani-singiri,Best Digital Banking
17,2022-12-16 02:50:05,Hey there! Thank you for your 5 stars review. 🤩 We are thrilled to know that you love our app's interface and we're constantly working to make it even better! 💜 ,"The app’s interface is really user friendly and sleek! It loads very fast as well, can’t wait to start using this digital bank app :)",5,False,CHau200,User Friendly
18,2023-09-12 05:10:29,"Hi there, thank you for your valuable feedback. 🙏 We appreciate you taking the time to share your thoughts with us and have captured this as part of our continuous improvement process. 💜",Already 1 year but basic functions like adding payee is not in the app. It’s so troublesome to transfer funds to different bank accounts! With your latest move to reduce interest to 2.68% has made me feels like maribank is better even with slightly lower interest rate because they knows what basic functions to include in the app,1,False,gejeoqwo,One year yet not much improvement
19,2024-02-24 06:12:02,"Hey there! We're sorry to hear about your experience. 🙏 We understand the importance of this matter and are committed to make things right for you. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 💜","Extremely disappointed with the GXS app. Despite consistent use on the same device for a long time, it suddenly stopped allowing money transfers with explanation device changed. This lack of clarity and abrupt disruption in service is unacceptable. Terrible user experience, deserves only 1 star.",1,False,HetTienDownGameBanQuyen,Bad experience of this GXS app. Think again if you want to go cashless with this app!
20,2023-12-07 07:21:02,Hi Adrian! We're thrilled that you're enjoying our app features. It's heartening to know our services have been beneficial and positive for you. We're hopeful that our future reward features will continue to satisfy and excite you! 🚀💜,"Wish more people can download and use, and more rewards can be given.",5,False,Adrian Tay wee Chong,More rewards
21,2024-03-19 03:38:30,"Thanks for the five star review, Vicky! It means the world to us and to our entire team! 😀",Very smooth to use and attractive app. Simple features and excited to see more advanced banking features in future.,5,True,Vicky Dhas,Awesome app
22,2023-12-06 09:00:01,"Hi ChefDugi, we are very heartened to see our services have been beneficial and positive for you. We hope our features in the future will continue to serve and delight you constantly.",Everything is perfect. Ease of use. Fast transfer for quick cash. Repayment is easy and low interest. This app is a life saver literally :),5,False,ChefDugi,Great
23,2023-11-11 07:18:42,"Hey there! We are happy that you like our app! You have made our day, and we are definitely striving to improve our products to serve you better! 🚀💜",Can try for saving money !! My money said they liked there,5,False,jimmihua,Smooth and easy to use
24,2023-09-25 01:04:27,Hi derrick. Thank you for the 5 star review! ⭐ This helps to motivate all of us at GXS to scale even greater heights. We're delighted to learn that you love the app as much as we do. Happy banking with GXS! 😉🚀,Easy drawing and repayment option. Flexible of choice at any time with any needs. Like it and good tool for emergency money with flexible borrowing and repayment.,5,False,derr derrick,Ease of use and practical
25,2023-11-15 02:39:34,Hey there! We're thrilled to hear that our app has hit all the right notes. We love the flexible repayments and interest savings too. 🤩 Thank you so much for your support and 5-star review! 🎉,"Ease of use.
Pay anytime before due is possible. 
Emergency moolahs are here without breaking your bank!",5,False,Berriesindulge,💯 Recommend
26,2022-12-07 12:19:51,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),5,False,Koko Dhanesh,Exciting bank
27,2022-12-07 06:31:42,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,5,False,honey_dijon,awesome app
28,2022-12-09 03:47:29,"Hi tloh001, we are happy that you like our awesome app interface and Saving Pockets feature! 🤩We strive to give our customers the best app experience and attractive interest rates.🚀Thank you very much for your 5 stars review! Your support and voice are very important to us. Keep using our app. 💜 ",My fav feature is the saving pockets can't wait to build my savings with the good interest rates. amazing user interface!,5,False,tloh001,Exceeded expectation
29,2022-09-06 17:57:25,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,2,False,VivianARPC,Unable to use even though news mentioned go live date
30,2023-11-21 07:13:17,,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,5,False,Bone Zaw,User experience
31,2022-10-04 13:02:31,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,5,False,♪ r.,Banking made easy
32,2024-02-10 03:22:39,"Aw, thanks for the kind words! We’re glad that our app is user-friendly. 💜 If you need any help or have any feedback, feel free to reach out to us. We’ll be more than happy to hear from you!",This app is easy to use.,5,False,OnTheRoad9988,Smart & easy to use online bank
33,2024-02-17 11:21:01,We're thrilled to hear that our app has hit all the right notes. 💜 Thank you for the 5-star review! ,User friendly,5,False,YSL Alan,Reminder n easy to use
34,2023-12-06 08:45:43,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,5,False,GW1188,GXS bank mobile apps
35,2023-11-18 08:52:03,,Best digital bank in my opinion I prefer this over its competitors:),5,False,hdmsgekd,Easy navigation
36,2023-06-05 11:16:31,"Hey Tyc!👋 Thank you so much for your review! We're thrilled to hear that our app helps you witness growth every day. Setting goals and watching them progress is an incredible feeling, and we're glad our app supports you in achieving that. Here's to continued growth and success! 🌱🚀","Well if u like to see growth everyday, this app gives u that. Set goals and see it grow towards it!",5,False,Tyc Tan,Ease of use
37,2023-06-06 02:44:38,"Thank you! We're delighted that you find our app highly convenient, easy to understand, and user-friendly. We appreciate your support and hope you continue to enjoy the seamless experience. 🙏 ",Very convenient and easy to understand and use,5,False,Ta Fan Su,Ease of use
38,2022-09-16 07:19:33,"Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. In the meantime, you can register your interest to open an account upon download. We'll let you know when we’re ready for you! 🙏","Why put an app on the store when you are not ready. All about the app now is collecting info. If you have heard yet, please use testflight for ur ‘launch’ aka beta testing 🤦🏻

Update: doesn’t bode well… even response is so robotic n mundane. Might as well not respond and spend the time to build the app for a proper launch",1,True,The Average Saver,Not Ready
39,2023-07-25 14:17:22,"Hey, Sheerliyn! We’re sorry to make you feel that way. Rest assured that our 3.48% interest rate still applies to our Saving Pockets. However, as our slots for our Savings Account are currently full, do sign up on the GXS app for early access. 🙏","Noticed the news writing they offer 3.48% interest rate. After downloading the apps and trying to sign up, end up asked me to fill up my particular to  receive latest buzz updates.! 

If the bank isn’t planing to offer, please stop advertising that. Thanks!",1,False,sheerliyn,Misleading Advertising
40,2023-08-11 11:02:39,"Hey Ahfei94! Thank you for giving our app your recognition! From 17 August 2023, we're increasing the interest rate for the Main Account from 0.08% to 2.38% p.a. and the Saving Pockets interest rate will be adjusted to 2.68% p.a. Thank you for banking with GXS! 😊",It’s all good! Until recently a dropped of 0.8% interest rate in such a short notice and changes,3,False,Ahfei94,Interest rate dropped
41,2023-01-20 04:35:32,"Hi Desiphone, we have since resolved the App issue. We would like to assure you that the App is now working fine and we apologize for the inconvenience caused. Rest assured that there will not be any impact to your account. In the meantime, we may need you to log in again through your SingPass to access the App. A gentle reminder to update your App to the latest version too. Once again, we thank you for your understanding and support.🙏😊",Having problems logging onto the app. It says my phone cannot be used for GXS as it has been modified in someway. I just logged in this morning with the same phone with no problems. Please advice.,2,False,desiphone,Problems logging on to app
42,2022-09-12 05:46:10,"Hey there, so happy to know that you like our app! We'll keep working hard to make the app even easier to use! Good luck in achieving your Saving Pockets goal too, we're all rooting for you! 🤩🚀","Love the interface and saving pocket is so unique, can’t wait to meet my deposit goal!",5,False,adayinthelifeofbulaylay,Love it!
43,2024-02-25 07:24:03,"Hi there! Thank you for your 5 stars review.💜 We're delighted to learn that you find our app's user interface easy and intuitive to use! We strives to exceed your expectations, and we're pleased to have met your needs.🤩",The app is easy to navigate and optimise for people of all ages.,5,False,Tiny Particles,Easy to use with friendly UIUX
44,2023-11-15 06:52:28,We're over the moon to receive your 5-star review! 😍 Thank you for your continued support and we look forward to providing more exciting products and features to you soon! 🚀,"Brilliant app design, fast transactions, excellent rates. Keep up the good work! What more can I say?",5,False,2BitBob,Ease of use
45,2023-06-11 00:50:35,"Woohoo, we’re glad to hear that you love our app! Thanks for sharing the love, SgPlayboy! 😉💜",Try it and you will love it.,5,False,SgPlayboy,Definition of less is more
46,2023-06-05 10:16:52,Hey there! We're glad to hear that you're enjoying saving pockets feature! 🤩 Thanks for taking the time to leave a feedback - we strive to serve you better! 🙏 💜,"The app is super easy to use, and I love the saving pockets that allow me to easily set money aside for my goals!",5,True,w00t87,Great UX!
47,2023-12-06 08:35:07,"Hi mdyyeo, we are very grateful and glad that you are enjoying our features. We look forward to delighting you more with our new features in the future.","There are a number of things that are great about GXS. 
1. Ease of use
2. daily interest 
3. No hassle with minimum sum",5,False,mdyyeo,GXS is great e-bank
48,2023-08-13 12:05:53,"Hi Azubu! Thanks for sharing your thoughts with us! We're always striving to improve, and your feedback means a lot! We recognise that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions. As these funds are debited through the Main Account of the GXS Savings Account, we have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem rewards programme. So from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a., and the Saving Pockets will be adjusted to 2.68% p.a.","It doesn’t make the company look reputable when they offer a high interest rate only to drop it immediately after gaining enough users. It feels like a bait, which it is. They should acquire deposits through more honest and transparent methods.",1,False,Azubu Frost,Reputation Is Key
49,2023-06-05 11:34:48,"Thanks so much for your wonderful review, Dtthian! 🙏💜 We're thrilled to hear that our app is easy to use and provides a seamless login experience. We've put a lot of effort into making the instructions clear and user-friendly, so it's fantastic to know that you find them clean and easy to follow.",Easy to use and log in! Very clean instruction.,5,False,Dtthian,First time using!
50,2023-06-05 10:23:48,"
Wow, thanks so much for the fantastic 5-star review!✨ It's amazing to know that you had a great time using our app. If you ever need any assistance or have more feedback to share, feel free to reach out. Keep enjoying the greatness and simplicity of our app!  😊","Simple, straightforward to use with no bugs. Great experience",5,False,Reviewer3868329,Very good application
51,2022-10-03 06:17:01,Hey there! We're glad to know you love our app! Your support and voice are very important to us. Keep using our app.💜 ,"Really like the details in the app, will definitely use it daily!",5,False,George Tanasaki,Great app with very appealing colours!
52,2023-05-30 13:19:00,"Thanks so much for your fantastic 5-star review! We're thrilled to hear that you're loving the Saving Pockets feature as well. We share your excitement for the day when we can assist you in saving even more with us. Rest assured, as soon as the cap is lifted, we'll make sure to keep you informed. 💜🚀 ","Like the app design, especially the pockets for savings. Just waiting for the $5000 limit to be lifted.",5,False,marfislam,Nice App
53,2023-07-19 06:05:49,"Hi there, thank you for staying with us thus far! 🙏 One common reason could be because you're not physically located in Singapore at the time of application. Likewise, you’ll need to disable your VPN before submitting your application. Any other questions, feel free to to contact our hotline at (+65) 3105 2055. We are here for you, 24/7! 💜","Received email invite from GXS saying that I am now able to open an account. After finishing the entire onboarding application I am told they are unable to proceed with my application saying “It’s not you, it’s us”. 

Ummmm okayyyy",1,False,gniynew,Can’t open an account
54,2022-12-10 13:18:37,Happy to hear that you have been enjoying the GXS experience so far! Have an awesome week ahead! 🙏,Easy to use and nice UIUX. Saving pockets is an interesting and useful feature,5,False,lynxddd,Good Features!
55,2023-11-10 11:37:30,"Yay! Glad to hear that you’re enjoying our app, Kok Ong! Feel free to get in touch with us if you need any help or have any feedback. 😉",Simple and easy,5,False,Eng Kok Ong,Application
56,2023-12-23 08:46:14,"Hi @azejnn Merry Christmas to you. Thank you for your feedback and we are sorry to hear that you were not able to launch the survey. We are unable to share account details over a public platform, please contact us at our hotline so we can attend to you accordingly.","Is GXS looking into this issue? Going to be a week, still something is wrong. What happened to iOS user testing before roll out? It’s baffling the slow service recovery GXS is impressing upon iOS users.",1,False,aezjnn,Unable to Launch Survey
57,2022-12-07 06:14:34,Thank you very much for the five stars review! It means a lot to us. Have a great week ahead!,Intuitive and easy to set up,5,False,Fabianryr,Great app to use
58,2023-12-11 17:42:41,"Hi Ryan! Thank you for your 5 stars review. 💜We are thrilled to know that you like the app easy and user-friendly user interface! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩
",Friendly use apps,5,False,RyanYang,Loans
59,2023-08-07 08:36:43,"Hi there! We're always striving to improve. 🙏 We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 💜",GXS touted a 3.48% interest in their savings pocket only to change the interest to 2.68% within a short period of only a month. A bank is only as good as it’s promises and this bank just lost it all. Will never use GXS again.,1,False,flirtyfrog,What a waste of time
60,2022-12-23 04:53:44,"That's a good suggestion Dian1117! Currently, we do not have the option to toggle to a different theme in-app. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜","Personally don’t like the theme, anyway allow user to change more brighter one?
Dark color me uncomfortable 😞",3,False,Dian1117,Not like the theme
61,2023-06-05 15:00:50,Hey Nigel! Thanks for the 5-star review! Our app is all about being user-friendly. Enjoy using it! 💜🚀 ,Very friendly app,5,False,nigelphang,Ease of use
62,2023-12-03 15:49:37,"Hi Sanadece, thank you for your kind words. This review means the world to us, it made our day! 💜🤞 ",This is very good. Really very helpful. I Will keep in touch with them. 👌🏽😍,5,True,Sanadece,Helpful
63,2023-11-20 08:16:12,Hey Calvin! Thanks so much for the amazing 5-star review! It truly means a lot to us and our entire team. We will continue to work hard to ensure that your experience with us remains excellent. Happy banking with GXS! ,Such a great service compared to Bank,5,True,calvin7878,Great
64,2023-06-05 10:26:09,"Thanks for your review, Hayley! We're glad to hear that you find our app easy to use. We strive to provide competitive rates and help you maximize your savings. If you have any further suggestions or questions, feel free to reach out. We're here to assist you!💜🚀",Easy to use with high interest rate,5,False,Hayley Young,Great app with high savings
65,2023-06-05 11:50:22,Thanks for your support! We're delighted to know that our app has made banking easy for you. 😄   ,Makes banking easy to use,5,False,jesuafreak,Good banking app
66,2022-09-05 01:49:32,"Hey Shirley, it is wonderful to know that you like our app! It means the world to us and to our entire team! 😀 ",Nice design!,5,False,Shirley yang 871126,Smooth interaction and easy to use !
67,2023-11-10 14:32:16,"Yipee! Our interest rates are indeed competitive, huh? 😉 Thanks for your stars, rcpsgp! This keeps us going, but feel free to let us know if you have any feedback too! ",You get the highest saving interest rate on the market,5,False,rcpsgp,Great App
68,2024-02-21 14:03:59,"Hi there. We're sorry to hear about your experience. Thank you for your feedback. 💜 We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏
",Show allow to increase amount not reduce and stay that way. For a first timer I didn’t know that once I reduce amt I cannot get back the original amount that is given to me.,1,False,Nrhdxtan,Cheater!
69,2023-12-09 04:06:51,Hi sgchacha! We are happy that you like our awesome app features! 🤩We strive to give our customers the best app experience.🚀Thank you for your 5-star review! Your support and feedback are invaluable to us. Keep using our app. 💜,Guys u guy to try this out,5,False,sgchacha,Best internet bank ever
70,2023-08-14 04:56:05,"Hey there! We currently use Singpass to extract information so that applications are a breeze.



So we’d recommend our customers to ensure that their personal information is accurate and up to date by accessing their Singpass MyInfo. Should there be any changes, you may do so via the Singpass app. Hope this clarifies! 🙏","Income extracted from SingPass is incorrect.
Information in SingPass is correct
Which means the process of extracting information needs to be updated.",2,False,WeeJX,Information extracted from SingPass is incorrect.
71,2023-01-24 15:24:38,"
Thank you for your thoughts and we're sorry for the wait, Jyotkumar 🙏 At the moment, we're sending out invites in phases so that our users can have the best experience possible with us. We will reach out when we are ready for you so stay tuned to your email inbox for updates! ",This should be removed from App Store. A bank that is not even able to accept a customer sign up. What a joke from Grab and  Singtel.,1,False,Jyotkumar Patel,Not even able to try this app
72,2023-11-02 13:47:28,We're thrilled to hear that our app has hit all the right notes! 🎉 We're glad that you love our GXS FlexiLoan features too! 💜,Loan disbursement was immediate. App is simple to use. Repayments just as easy.,5,False,Thirteen Wishes Come True,Good app good bank
73,2023-10-08 10:35:35,"Hey there! We are happy that you like our app! Your review made our day, and we are definitely striving to improve our products to serve you better! 🚀💜",Best and fast loan approval,5,False,Amero bai,User friendly
74,2023-07-21 23:56:46,"Hi there! We’re sorry to make you feel that way, Wu Ming. Could you please get in touch with us at  (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details, so that we can take a closer look into this. 🙏 ","Extremely disappointed after downloading the app, waited and waited for it to open and still told to wait and wait and wait and wait and wait……………..no ends!!!!!👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,False,WuMing9,Disappointed Apps
75,2023-11-15 11:32:12,We're sorry to hear about your experience while trying to access the GXS app. 🙏 We understand the importance of this matter and are committed to make things right for you. Please drop us an email at help@gxs.com.sg or give us a ring at (+65) 3105 2055. We're here to help! 💜,"I cannot open the app at all, even after updates it keeps telling something went wrong.",1,False,Uouebs,Glitch?
76,2023-09-19 01:56:43,Hi there! We’re sorry to make you feel that way! 🙏We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. 💜🚀,increase so much just to make us open account then now int rate worst than t bills. UI also so dark. not much use case except earn risk free rate. grab is expensive,1,False,Elijahdptty,gloomy UI and poor interest rate
77,2023-09-25 13:13:58,"Hey there! Sorry to hear this. This is definitely not the experience that we’d want you to have. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 🙏",DO NOT USE THIS APP!!!! So frustrating on this app. 3 times I tried to move a small portion of money out of my pocket. 3 times the pocket becomes $0 straight away and I can’t move/transfer my money out!!!!!!!!!!!!!,1,False,elylj,Horrible app! DO NOT USE!
78,2023-07-27 17:29:44,"We're sorry to hear that your account application experience didn't go as expected. You should have received an email or in-app push notification about the outcome. If you need further clarification or assistance on this matter, please reach out to us at (+65) 3105 2055, we’re here 24/7! 💜",Gave an application to open account but the bank decided to cancel opening new accounts and the “bank” didnt even bother to inform clients! May be its a gods sign to save my money.,1,False,Iamvishalg,Unreliable & Untrustworthy
79,2023-05-02 10:56:52,"Hey Andreani369, this is not the experience we want you to have. Please drop us an email with your contact details and a video recording/screenshot of what you are facing at help@gxs.com.sg, and we would be more than happy to look into this. Thank you! ","App keeps giving me “something went wrong” and “it’s not you, it’s us” notification whenever I attempt to log-in. Totally unusually at this time of writing.",1,False,Andreani369,Unusable App
80,2023-02-11 06:45:17,"That's a good suggestion, AribNasikur ! Currently, we do not have such a sign in option for our app yet. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜",could you add a way to sign in using singpass password instead of only having to use the app?,4,False,AribNasikur,quick fix
81,2023-12-06 03:56:06,"Hi Roundi07, we are delighted that you are happy with our features. Thank you for your appreciation and support!",Gxs provide good interest for their pocket savings.,5,False,Roundi07,Good product provided
82,2022-10-09 03:24:14,,"Not prepared? Then don’t launch. See your direct competitor got a pure breeze of experience. Onboarding was swift and fast. Just think the reviews here are just made by the staff lol, focusing on UI/UX what a joke. Best UI/UX where others cannot experience YET.",1,False,cjred,Best UI/UX?!?!? Come on…
83,2024-03-15 17:03:19,"Hi there! We really appreciate your interest in our GXS Savings Account! We’re working hard to roll out new slots as fast as we can to make banking better for you. Be sure to register your interest via our app if you have yet to do so. Invitations will be sent to eligible individuals when new slots open up and we hope to serve you as soon as we can! 💜😊 ",Apply one year ago..say when slots open up will let me know ..efficient bank sureee,1,False,Lock58,Open bank account one year?
84,2024-01-18 08:45:46,"Hi princesstazsdff. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better. Please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055. We’d be happy to hear your feedback and make things right for you! 🙏
","When you asked your staff to write a 5* review, don’t just get them to write great app, easy to use or hurray. Write how did the app help you, how you benefit from the app and why the app is soooo good?",1,False,princesstazsdff,Fake 5*
