,date,review,rating,isEdited,title,userName
10,2021-01-11 01:22:11,"Of late the posb digibank is not stable. It hanged and took a very long time to open. This started last wk and today as well. I had to delete app and reinstalled to get it working.  After reinstalling, it worked for awhile and then the same problem happens again like today. This is so disappointing and I wonder what happened. Please check, thank you",5,False,Posb digibank app lately- not stable,try many times
11,2022-09-11 03:58:25,An app that affects phone mobile connection when used. Mobile connection will stop working when app is used. It will start to connect when app is started and after a while the app will stop responding saying there is an issue with internet connection. Only then user will find the rest of the apps will also stop working as there is no internet connection from the phone.  Workaround is to enable airplane mode and disable it again to bring back the connection. A simple transaction will sometimes require a few of such actions before it can be completed. Really lousy experience.,1,False,App affects mobile connection,CCTCC
12,2020-07-23 19:52:23,"Best banking app ever, so easy to use once you learn to navigate.
Quick so I can transfer money smoothly without any issues. Honestly a fantastic app and now it’s come with more enhanced features which make me more knowledgeable about my spending and earnings habits. 
Thank you the great app which makes life easier especially with banking. 
Financial health is important to look after to and this app makes it easy with detailed functions and also gives me an overview of everything.",4,False,"Love this app and if u don’t have it, get it now!!",Bluemush86
13,2020-07-21 00:58:27,"This is by far the best banking app on the market. The ability to view all my assets and liabilities in one place is very useful. 

Suffice to say, I’ve started investing in DBS’ funds offerings just to keep everything in one place and easily tracked. 

One major gripe I have with DBS, is that the cards spend is not immediately reflected in card’s balance. If you refer to other banking apps, 1 -2 days after making a purchase on the credit card, immediately you’ll find the outstanding balance (not to be confused with statement balance) on the app. Which makes for easy tracking. 

This is the main reason why I’ve used UOB or Amex rather than DBS credit cards. I can’t track my monthly expenditure on a go with ease. 

Perhaps the team should really look into unlocking this feature.",4,False,"Good app, best in the market in terms of functionality. But one basic feature lacking",LiONrawr!!!!
14,2020-07-19 03:46:02,"I used to see all my deposit accounts, credit cards accounts in one page but not anymore. Every time I finished doing one transaction & I have to go to the home page, click the down arrow to list all the accounts & view a specify account & back to home page & repeat this step all over again, is not user friendly for this part, overall experience in other transaction via this app are very fast & simple to use.",4,False,To view multiple Accounts,Melovesyellow
15,2021-06-04 02:07:46,I encountered issues with adding my POSB debit card for apple pay on apple watch. My other back debit card was successfully set up though and I only have 2 cards to add. The messages either show: 1 - Could not add card/Card not added. Contact your card issuer for more information; OR 2 - Apple Pay is unavailable. Try again later. I did reset both my iPhone and apple watch then logged in again but still have the same issues.,3,False,Issues with adding apple pay on apple watch,G.AnaS.Grey
16,2023-06-27 00:29:57,"There has no option to delete/clear option for Notifications after read. It will be much  better able to delte all the notifications which are just for info. 

Appreciate your immediate attention and add the option to delete in the next update. Thanks.",4,False,No option to delete / clear option for Notifications,Not-so-Old-man
17,2020-09-16 00:52:51,"I used to love this app, really enjoyed how seamless banking became with it. However, it appears as though this app is on a decline. 
1. Enable FaceID but it does not work! I still need to enter my PIN to log in. 
2. After entering my PIN, I receive an error message “This service isn’t available now...” and I’ll need to restart the app multiple times before I’m able to log in. 
3. Repeatedly asks me to set up my digital token even though I did it ages ago. 
4. Where is the Comment box for transfers? It is useful as I can inform the other party what the transfer is for.
5. Sometimes, I’m only able to make a transfer once. Attempting a 2nd transfer will result in the above mentioned error message.

This app used to make my banking a breeze, these days I get frustrated while using it. I’ve tried contacting POSB via their website to leave a feedback but I’m unable to find an avenue to do so.",2,False,"Buggy app, a shadow of its former self.",Atemycookie
18,2023-06-28 16:39:36,"When trying to login, keep poping up Service Not Available. This service issue turned paynow and cashless payment into a hell of a problem. Can’t login meaning all transaction cannot be done. I have to relied on carrying lots of cash again.  

Am an IPhone 14 user. I checked below review and I’m not the only one experiencing this issue. Have to keep refresh the app and at times cannot login means cannot login. I have checked on Wifi/5G/4G and phone is pretty new and experienced this issue island wide. Confirmed is app issue that’s been persistence for more than 2 weeks.",1,False,Service Not Available poping up,Cj littleboy
19,2022-07-19 03:16:07,"I like the budgeting feature. I ‘almost’ not using spreadsheet anymore.

It could be improved if when setting up monthly budget, I could also see how much I have budgeted on all categories so I can compare it with my income for the month and make sure I don’t budget too much. This is a no brainer. I ended up setting up my budget first on a spreadsheet  then copying the values to the app.",4,False,Great. Could be better,relano3325hu
20,2020-04-21 01:28:30,"This app gets all the major tasks that we need for our day to day business with banking done quite efficiently. There is no lag and no crash for me this far. However with issues like me wanting to know about the refinancing eligibility and other administrative matters relating to my loan, I hope this app could provide recourse to those options as well.",5,False,Efficient and hassle free apps,lesteradomolotov
21,2021-11-10 06:41:52,"WHY do I have to log in at least 5 times before the app doesn’t prompt me that I’ve been logged out due to security purposes??? LIKE I’m in an urgent to transfer money from MY OWN ACCOUNT TO MY OWN ACCOUNT or I want to check the details of my previous transactions and ITS IMPOSSIBLE. 

This is so tiring come on you want to be the biggest bank in SEA but the app you make works terrible, probably the most annoying app on my phone right now. Hate this so much and I hate the fact that I can’t change banks right now. Don’t worry I’ll change my bank immediately when I get the chance.",1,False,Worst worst app EVER,Jaknziaosks
22,2021-11-23 18:14:05,"The statement “deliver world class banking experience” is laughable.

This app is frustrating, especially when and after the IT guys are doing/ are done with their “maintenance”. Sometimes the feeling is like winning the lottery if everything went smoothly.

Numerous times (no joke no exaggeration) have encountered problems where after just 3 or 4 seconds of logging in, a digibank Alert will pop-up saying the session has time-out for my security & to login again. Even after dozens of time trying the same thing happened!!!",1,False,World Class Digital Banking Experience?,extremely laughable
23,2020-01-24 09:49:06,如何设置成华语啊,5,False,语言,对着手机思过
24,2022-11-11 20:55:30,"I have done business with almost every bank in SG, and POSB/DBS by far has the best customer experience. Great customer service and internet and mobile banking experience. 

None of the other banking apps are comparable to the quality of this app. I also like how the phishing warnings are seamlessly added to the app to warn people of potential phishing scams. Good job DBS!",5,False,POSB/DBS deserves a lot of kudos,Devotionsvisage
25,2024-03-25 06:15:18,"I want to submit some online form, but no idea why the form was not enabled on the dbs website. After call the dbs hotline, it’s solved with the help from Felicia, the hotline service lady. Felicia is very patient and helpful. She guides me step by step for the setup of the digitoken and eventually the website form is enabled. Thanks for the help, Felicia.🙏",5,False,"Felicia, the dbs hot line service lady, is very helpful👍👍",Amy1112
26,2020-07-08 09:58:42,请问大师 这个应用怎么调成中文？,4,False,各位大神,876245788
27,2020-11-11 02:54:04,"Fabulous ease of use for local or overseas transfers, payments and updates. Chat box a little useless and still easier to call the bank hotline for certain issues but this app does most of the stuff I need month-to-month with great ease. Thank you!",5,False,Easy to use :),omlepb
28,2021-02-20 05:21:50,"When using this and Dbs App, many times it just stay on the main logo and doesn’t move hence can’t carry out transactions. Turn off and on phone. Deleted and download App a few times still same problem since many weeks ago. Currently Using iPhone 8plus and iOS 14.4. Noticed Problem probably started about the time of the last 2nd or 3rd IOS update. Not sure when this App was last updated. Anyway pls sort this out.",2,False,App does not always work. Most times it just stay at its logo page,Faith Ho
29,2021-11-17 14:33:32,"This is my first time writing a review on an app store. Nothing came close to actually prompt me into writing a review but this app is certainly something.

For heaven sake, I had to login to my account more than 3 times because of your “session timeout” 10 seconds into your app. Not to mention how annoying typing on the login preface is. Mind you I’m using the latest update. 

If I have to keep doing this everytime I need to access my bank account, I would prefer to use other convenient means. Please get this check.",1,False,Tilt,HumptyDumptySatOntheFence
30,2022-07-21 11:11:47,"My fav app hasnt been functioning. Takes a long time to log me in, impossible to transfer money or anything of that sort. I even changed my phone from iPhone10 to iPhone13 thinking it was my old phone causing the issue but no… the problem persists even after multiple deletion and re-installation. If its too hard, might just move my money to UOB or OCBC. It’s embarrassing when you gotta wait 5mins to make a simple paynow transfer at a merchant with a long queue behind you ☹️ .",1,False,"Was awesome at first, really crappy since a year ago",Shaf1977x
31,2021-08-07 12:27:33,It’s A Great app and very convenient. Posb can improve few things: in CC section if you to in one cc details and then want to see other one you have to come all the way out to home then click on cc to expand and select next one. Surely can reduce number of taps and simplify it. Similarly there is scope to reduce taps on other account screens.,4,False,"Great app, but need improvements",rravindra
32,2023-09-21 12:29:35,"Great app that fulfils most of my banking needs. Smooth with decent amount of customisation available. Need to work on the digiPortfolio functionality though - app keeps quitting when attempting to navigate through that.

21/09: impossible to report bugs so have to resort to this - app quits when when trying to sync to findex.",4,False,Fulfils banking needs,zeiziks
33,2021-05-11 09:19:07,Was a user friendly app until it hang my entire phone. I can’t even reset my phone. Made me panic and wonder what went wrong as I was doing transfer. Happened twice already. And I don’t even know if the trf went through. I even tried resetting my mobile by pressing the home and on/off keys. But it doesn’t even blink! Then the app itself auto exit. This is scary! Not reliable! I’m avoiding using it as much as I can from now.,2,False,Kept hanging,Coco2say
34,2021-03-26 08:47:20,"1. Please mute the friggin bank transfer / payment sound when the phone is on mute!!!
It is so awkward when people are in a silent room or the library and you had to do a payment.
2. Why is the loading times for the app is so slow until i had to quit the app to load???",4,False,Please mute the friggin bank transfer / payment sound when the phone is on mute!!!,Etherionx
35,2021-10-10 15:19:13,"I updated my app to latest version and once I login and it is displaying session timeout and asking to relogin 

After I relogin getting same error and looping same process and I cannot able to perform any actions.",5,False,App showing session timeout immediately after login,chakrimotla
36,2021-08-20 13:27:13,"As mentioned by a lot of users here, the usage of the app causes the phone to heat up so quickly and the whole phone becomes unresponsive. This happens even after using the app for only less than a minute. As someone who makes use of the digibank services quite frequently, it is very inconvenient for me to keep restarting my phone after each transaction. I sincerely hope the developers would do something about this.",1,False,Phone becomes unresponsive after using the app,yeol98
37,2020-12-30 14:55:46,"Before update to 5.02, cannot get pass loading screen. Complain through many channel, no positive responds. Customer service channel no help at all.

After 5.02, still same problem. Feels like POSB not taking customers seriously, extremely disappointed. Unable to use ibanking app for a few weeks already. My only way to access ibanking account also requires “authentication” from app. Now app cannot use, I am totally stuck. Feels like switching to other more capable banks.",1,False,App cannot load and stuck at loading screen,Archimedius86
38,2021-11-11 11:52:07,"This app used to be great, it’s easy to navigate and has features to give you insights on your finances. PayNow also easy to use. But the app has been crashing multiple times. Log in for one second -> error message that session has times out -> logged out. And repeat ad nauseam. No point having good features when I can’t even manage to stay logged in..",3,False,3/5,kvnkh
39,2021-01-26 08:13:58,"After the most recent update (Jan 2021), the app is still stuck at the opening logo and would require the user to kill the app using the app switcher and then reopen for it to load properly only the 2nd time onwards. And after some time or later in the day, the same thing has to be done again.

This issue happens on many others’ phones as well. Kindly fix it ASAP",3,False,App stuck at opening logo,jcg.21
40,2022-06-14 14:59:11,The payment control allow to have a full control of your credit /debit card in which no bank offer such features in Singapore bank yet .,5,False,Payment  control,Wizardpro
41,2022-03-03 15:41:05,"Since IOS 14 there has been a bug with PayNow contact list page. When a contact name is typed in search bar, the search bar ovelaps with the contacts below making it unable to select the top 2 contacts shown on the list. This needs a fix asap !",4,False,PayNow Contact List,rvw_vignesh
42,2023-08-09 09:39:46,"Please let us set the default source of funds in our profile, and remember it. And don’t switch it each time we select another account to do a paynow transfer. E.g every time we login, it will always go back to the default account we set in profile, not the last account we used to do a transfer",3,False,Feedback suggestion,Emteal
43,2021-10-23 10:51:10,"Currently, users can only view transaction history of the past 6 months (max). It would be more helpful to allow viewing up to 12 months back.",5,False,Transaction History Time Range,wen.dy.bo.ey
44,2021-07-10 07:12:31,"I have not had any major issues from the time I’ve started using this app. Love how it’s a one stop one solution for all my banking needs, which money other banks actually haven’t really tried to implement. Good job POSB. 👍🏽👍🏽",5,False,Fantastic app for my favourite bank.,RudeboyGiri
45,2021-02-11 03:05:53,This happens almost every time after IOS has been updated . Don’t have this issue since last year where it was working fine for me last few years,5,False,POSB app page Standstill,Rabbitsim
46,2021-03-15 03:36:34,"Some clown on the developer / ux team insists of having the alert chime PING when we send monet despite the visual being more than adequate. The result - a screeching sound that harms the eardrums way above safe and acceptable levels. It has no threshold - cannot be disabled and is just loud for the sake of it. it’s also obtrusive - everyone gets to hear that one is doing banking.

I recorded the Decibel levels on my Apple Watch and it Alerts a warning. Now imagine how this feels inside the ear?!? This is not just irresponsible - it’s dangerous and needs to be addressed!",1,False,Blood from ears,jonjonnienaber
47,2021-11-23 06:53:05,"Service not available issue occurring more frequently. Sometimes even after login , immediately getting time out errors. Some other times it throw error saying too many times using wrong pin and ask to reset PIN where only Face ID was used to login. Worst experience of using the world’s best digital bank app. Cannot even support the small SG customer base.",2,False,Frequently facing issues loggin in.,nathanssg
48,2024-03-22 01:56:45,"I love the added layers to lock different type of transactions, making it easy to prevent unauthorised one!  I am hoping other bank card has them too!",5,False,Best banking app for credit card,LeeYean2k
49,2021-06-09 19:51:48,"Please update back on the CARDS section, update to the previous version. Its making me  confuse on the pending thing, previous version was easy for me to track down my expenses. With the new version it get so confusing. Please please remove the pending thingy, i prefer the previous version where i can easily track down my expenses! Prefer the previous version, where it display your expenses accordingly without confusing with the pending thing.",1,False,Cards,seebeearr
50,2021-02-28 03:48:36,"Not sure what’s happened but it’s almost impossible to login to the app now... it just hangs and shows the main page for a very long time unlike before. Even after logging off and restarting my phone, it takes forever. OTP sent to email address? Not sure what’s happened. Pls improve the UX. Previously it was so much better, more seamless to use.",3,False,Please relook the functions and UX!,AdelineL_2019
51,2020-12-24 03:31:23,"Not sure is that only me or anyone else facing the same problem... my new iPhone 12 Pro Max can become very hot when using this app... never happen to my other iPhone before. Was advice my apple help line to delete and re-install, but still having the same problem. So far this is the only app that cause my phone to become very hot... hopefully this can be resolve soon with some coming update..",2,False,Causing iPhone 12 Pro temp to go up,See KC
52,2020-08-02 10:50:01,"When I try login to internet banking on my laptop/PC, there will be a notification on my phone to authorize the login. However, when I press on the notification, the POSB app will open and close automatically and then I cannot login on my laptop/PC. I have restarted the app a few times, did hard reset of the phone a few times and kept the app updated to the latest version. But the same issue occurs. Please look into this software bug. Thank you.",1,False,App Closes Automatically,Kumar Pillai S
53,2020-11-13 02:38:51,"I am an avid user of the app to track all my expenses. However, every time i want log out, the app keep asking me to provide them feedbacks and rating. Every.... single... time.. to me it’s unnecessary and i’ll just skip the rating portion and close the app. Why in i convenience? I understand that we all want the best out of the app through user rating but asking for the rating/feedback every time can be annoying.",2,False,Keep Asking for feedback,NoorFarhanNordin
54,2023-01-29 05:42:22,功能是很好用 如果有中文就更好了,5,False,语言,舞芔墨
55,2021-02-21 14:33:34,"The app is intuitive and easy to use however, a concern would be starting up the app especially after the latest IOS update. Frequent need to refresh and restart the app to do online transactions which can be annoying. Especially when immediate payment is required.",3,False,Easy to use but bugs in starting up,Bobmx198362(2
56,2021-02-06 09:06:00,"i have trouble getting ibanking done as the app kept disconnecting me from wifi usage. I had thought it is my wifi issue but i had no issue using other apps and even watch netflix smoothly without distruption. However, whenever i need to get money wired over, app will crash and state that app is under maintenance or no transanction could be made thats when i realize my wifi will be affected",2,False,technical issue,Anurisan
57,2021-10-01 00:31:53,Been having logging and transaction issues for the past few months took a long time to either log in or process transferred.,5,False,Recently app is lagging,DD7770
58,2021-12-14 01:34:16,"Why do you need to change when things are doing fine and well in the past?? Your new keyboard is not interactive at all, i kept missing out the inputs even though i have keyed in. 3 times telling me my user and password is incorrect. This definitely did not happen before and is due to your new keyboard. Please don't change for the sake of changing, you are frustrating your customers.",1,False,login browser,Snighper
59,2022-07-19 06:07:04,I have been using POSB digibank mobile application which gives enchanting experience to complete all my banking needs with ease. Great Tool from gracious POSB IT Team. May the Lord Bless you to attain success in all your ventures. Take care and Stay blessed All is well.,5,False,POSB Digibank Handy Master,Ram Nadar
60,2021-02-04 08:19:36,"My App is not responsive. Cannot open the App without having to delete and re upload again. Used to like the App but now I am sceptical about using it. 
Can fix the bug please?",5,False,App not responsive,Dreams✌
61,2022-12-20 00:14:57,User friendly with almost everything can be done using the app instead of having to go to website,5,False,Great app,limshoon
62,2019-11-04 23:42:27,"After the update, keep facing the error This service isn’t available right now. Now is 7am plus in the morning, how can the service not available on a weekday.

There shouldn’t be any maintenance during this period. I have tried for 2 days.

Also, sometimes, after transfer of money, the app crashed. Need to relogin to check if the transaction has crossed.",2,False,PayNow - This service isn’t available right now.,Hhsvy
63,2022-09-01 01:29:32,"First of, this app takes too much space, I'm not even too sure why. 

Secondly, my music would stop when opening the app, and trying to resume playing music would be stopped as soon as I go back to the app. 

Other than that, there are no bugs that I am experiencing",3,False,Issues,FakeAdsSuck
64,2023-10-15 03:35:17,"Apps are always slow and laggy. When negative feedback is given, the system will always deflect them by sending an error message stating that there’s some technical glitch going on. This message won’t appear when the user gives good ratings. 
Clearly shows that the people behind this app system have no commitment to keep your account secure, safe and reliable.",1,False,Lousy bank app just beware,Yaoseng12
65,2021-07-01 13:57:59,"Hello, I do need some help, the app keeps on crashing every time I tried to make a transfer to Paynow. I have also restarted my phone and tried reinstalling the mobile application",5,False,App crashes,resuhai
66,2020-04-25 05:44:21,"Sometimes the phone catches the OTP automatically for other apps or even for during usage of mobile webs but POSB app isn’t catching anything. 
Wish this part gets smoother if possible.",5,False,OTP auto catching isn’t working,gionagold
67,2022-08-24 11:32:17,"App is mostly user friendly and very convenient. Sometimes some technical challenges bother , but mostly very convenient. Easy",5,False,User friendly,RP_26
68,2019-12-01 04:05:47,"Your bank is one of the biggest in Singapore, yet your ebanking app is so much full of bugs after every update! I have to un-install EVERY single time you have updates to the app, and I unable to login. I am using the latest iOS on iPhone 7+, don’t give me crap about old phones or whatsoever. No choice but to use your bank for salary purposes, would have ditch your bank umpteen years ago.",1,False,"Stupid app, always can not login after every single freakin update you launch!",travellist007
69,2022-12-01 06:43:16,"App hang, keeps auto scrolling up and down and showed correct amount in my account then the wrong amount after that. Please fix it la thanks.

Other than that usually it works fine but everytime it’ll keep auto scrolling up and down when I first login.",2,False,keep auto scrolling up and down when I first login,Chua HC
70,2021-05-28 09:55:43,Not going to compare this with some of the overseas digital banking platform I’ve experienced but just among the local competition this already the most user friendly UI.,5,False,Best UI out of the local banks,Iamthekang
71,2022-01-05 02:22:12,"I noticed yesterday that I didn’t receive any sms when I made a fund transfer to another account. Previously, I will receive an sms immediately once O made the fund transfer transaction. I hope that this can be rectified.",4,False,No Sms notification received,MiyakaPhoenix
72,2020-08-26 00:40:32,"Probably one of the best banking app out there and especially love the summary insights that alert me of unusual transactions, it’s like having your own finance officer giving you finance advise. Keep up with the good work and looking forward for more new features.",5,False,Nice and Stable App,Haven Sword
73,2020-03-22 02:54:44,"I love the UI/UX of the app. Everything’s displayed in a very clear manner, it’s easy to navigate and find the things that I need. Especially when compared to some other bank apps where I’ve had really bad experiences with.",5,False,Favourite bank app,ReaGrey22
74,2023-12-01 01:33:44,"After update, uninstalling, reinstalling, still can't access the mortgage loan details after tapping on this item on the home page. 
Shows a blank page and then can't get back to the home page nor log out after that. 
Is this item unavailable/not accessible in the app anymore?",2,False,Can't See Loan Details,"no nickname, can?"
75,2020-08-28 20:42:44,"Ever since the major update, convenience isn’t a thing about this app. Logging in takes ages, sometimes it crashes when logging in and when i do, i’m already at the age of retirement.

When i check my transaction history, same thing. Loading takes forever and sometimes it crashes.

Where is the old POSB app? I miss that so much. The simplicity, the efficiency, the straightforward no hooplah. Bring back the old posb codes, not this hot pile of garbage.",1,False,Problematic,Thezeggiemeister
76,2021-08-04 00:51:38,I have problem with Face ID to unlock POSB digibank apps. I don’t know maybe because of security reasons. Otherwise it’s very good apps to use in Singapore and overseas after updating phone number. Thank you.,5,False,Face ID issue,Pks_599
77,2023-12-01 14:25:04,"App doesn’t work, many features don’t show single information, just a msg sorry we are having issue. This is especially true when it is weekend or late evening till morning. Sometimes, login page says sorry we are facing heavy traffic, try logging after sometime. What is this? A banking app or some grocery store app? Unreliable and pathetic.",1,False,App doesn’t work almost all the time,BestAjay
78,2022-04-24 15:47:29,软件介绍页面不是说支持中文，可是怎么也设置不了，到底是什么情况？,1,False,到底要怎么样才能设置中文,阿涛2021225
79,2021-01-11 20:37:37,"I noticed that this version after using for like 5 minutes, the phone starts getting hot very fast.

Initially I thought this was caused by another app as. I only noticed it was hot when I used another app but just not long ago while using the app, the phone started getting hot again very fast.

On hindsight, I remembered that the first time I encountered my phone getting hot very fast, the POSB app was opened in the background",1,False,App causing phone to heat up,Cyj20111
80,2020-11-11 00:50:37,Probably the easiest bank app to use. Like the many options which are not complicated to execute.  Other functions like top ups or temporary increase are easy to find and operate.  Very friendly app!,5,False,Best Bank App,Stephensim7770
81,2023-06-28 12:33:32,"I have experienced a few times that when I want to scan QR to paynow or log into the apps, the apps keep prompt out the notification, that the services are all unavailable whereby is not even within the maintenance period. 

Pls fix the bug, is really disturbing me. :(",2,False,Service not available keep happened recently,blablabacksheet
82,2020-05-09 11:39:41,I don’t think any bank mobile app even comes close to what DBS has achieved with their mobile app. Impressive improvements- keep it up! This makes me want to bank more with DBS compared to other banks.,5,False,Best digital bank app,lyoon
83,2020-02-28 11:07:25,Crashes after every update and cannot even use the Face ID to log in. One of the most prominent bank in Singapore but with lack lustre online app services. Disappointed. Uninstalled.,5,False,Full of bugs,PinkGlitterCrayon
84,2023-05-22 14:11:14,"Each time when I log in, it prompts me to set up a digital token and the authentication is from email and sms. It’s a chore and the app developers aren’t giving any consideration on this matter. Better to use the DBS app as its more faster to log in.
It’s good to be protective but please understand the user’s point of view. In case of need to check the balance or use the app on an urgent basis?",1,False,Overly protective and too amateurish,ajraldev
85,2022-03-01 03:21:10,"Please check that the app, under Scan and pay is up to date. i open up gallery photo it doesn't show my Paynow payment, yesterday i do it can. why today cannot? i restart my iphone still the same issue.",3,False,Scan and Pay Bug,Safar.sg
86,2020-08-02 23:33:04,"The Face ID having issue, even I did Enable and Save it. But after awhile the Face ID not function anymore, even I check again the setting is turned on. To make Face ID function again, needed purposely turn off and on again then Save. (But still it will not function again after awhile).",3,False,Face ID issue,qazwsxe123
87,2023-03-15 00:07:07,It is an user centric platform with easy to read interface.,5,False,User friendly and convenient,Junie403
88,2019-12-27 02:25:48,"Good apps. Eliminate the need to use desktop version. However please allow copy and paste for message like whatapps, SMS etc. This Is to prevent human error when keying in the account number. It will be tough to recover the money if transfer to the wrong account and I am sure banks won't want to take responsibilty.",3,False,Feedback for apps improvement,Frequency ibanking user
89,2020-12-09 10:04:50,Always stuck at the POSB logo screen and didn’t change into the main where I need to use the digital token on time. I’m using IOS 14.2 vision. Please look into it. Thanks.,5,False,Having problem using the apps,Davidtan81
90,2020-12-29 12:23:58,"I am a iPhone 8 user and I have been experiencing issues entering the POSB and DBS app, and I heard that a friend of mine, also an iP8 user, has been experiencing the same issue for some time now. Not sure if this is a common issue across iP8 users though. Hope the developers could look into this. Thank you!",3,False,iPhone 8 Compatibility Issues,蘓慧🍁
91,2022-04-24 11:22:24,"It always hang at the page pay & transfer, how to fix this issue",5,False,I can’t transfer money,BC1820
