,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
16,36d50466-6d61-49a5-b64c-a30a15871877,Baggio Pan,https://play-lh.googleusercontent.com/a/ACg8ocLBXLunWGzIxMOXxTRK4_hibY_8HBc-YOjzir67Mz8pkw1TQg=mo,Ok Good system.,5,0,2.23.0,2024-03-01 17:52:59,Hi Baggio! Thank you for your 5-star review. 💜 We are thrilled to know that you like the app. 😍,2024-03-01 20:01:22,2.23.0
17,fdd0b0bd-3247-4580-ac71-febcee9a7c3c,VELAN Ram,https://play-lh.googleusercontent.com/a-/ALV-UjV80WjsZcS54lLYymYq9IZMGAUJXRr-eZnvjvhE0p-IocEm1_UM,good 👍,3,0,2.23.0,2024-02-24 13:22:26,Hi Velan! Thank you for your positive feedback and review. Rest assured we're continuously working hard on improving our product offerings and our GXS app. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊💜,2024-02-24 14:05:37,2.23.0
18,f16e96ed-a3dc-401b-8618-c4c7cf1d576c,Yusri Wagiman,https://play-lh.googleusercontent.com/a-/ALV-UjV3amwkq3rk6OnkSfNiRlCj4xIispKUYnLHXbvxDKDS-FagQqY,Can not open,1,0,2.23.0,2024-02-24 11:52:03,"Hi Yusri, we're sorry to hear this. To better address your concerns and provide further assistance, feel free to reach out to us at our 24x7 hotline at (+65) 3105 2055. We will be happy to help.💜
",2024-02-24 12:28:56,2.23.0
19,7aaa07f2-f578-4c43-80c9-62595d8eef73,Aaro,https://play-lh.googleusercontent.com/a/ACg8ocJm1iC9LH2Su1ks-S74qItVknfHCPVMAjotDrJjGEmGN8L89w=mo,Hi any chance for foreign to apply? Im work at sg,1,0,2.22.0,2024-02-18 20:20:44,"Hi Aaro, thank you for your interest in our services. The FlexiLoan service is available only to Singaporeans and Singaporean PRs at this moment. There are no available slots for the Savings Account currently, but you may register your interest so we can notify you to come apply when slots are available.",2024-02-18 20:35:26,2.22.0
20,b848ca55-55ba-4203-965e-43612a688617,Sky Koh,https://play-lh.googleusercontent.com/a-/ALV-UjXz2XwVa0IaxStA7ZR7f0Kbj5WUaj0yOVPPoHaL21P4PVv-A5o,"Really really damm time wasting, if not ready for sign up don't launch. Close down and don't let people wait for you, uninstalling now. Trust Bank is much better, CRAB!",1,2,2.22.0,2024-02-14 17:10:02,"Hi Sky, we're sorry to hear this. To address your concerns and provide further assistance, please do not hesitate to call our 24x7 hotline at (+65) 3105 2055. We will be happy to help. Thank you 🙏",2024-02-14 19:24:39,2.22.0
21,fc31bf84-1933-43a4-9f6e-9288e3274d2a,Faizal Mohamed (Pekjalfaizal),https://play-lh.googleusercontent.com/a/ACg8ocKAKvBnrQicH7ENPtaRHp-xOiFNCFBTr3FTLARBi_JfhG6hvR8=mo,🥰🥰🥰,5,0,2.21.0,2024-02-09 12:20:07,"Hey Faizal, we're stoked to know that you like our app! 💜 Thanks for the 5-star review! 🤩",2024-02-09 12:55:19,2.21.0
22,5e9c7964-ed7a-4d7e-9863-f6626d3f22b0,Nad N,https://play-lh.googleusercontent.com/a-/ALV-UjVPTXIvIWq_hYAtYTC3AbcKJqtUDQLp6VkUnN2u7-nx5HkbWsn-,"Been using this bank for a while now and didn't face any major problems. What I enjoyed the most is the saving pockets area where we could create different pockets for each saving we want to do and even add goals into it. The 2.68% per annum is added daily (0.01) as long as you have a minimum of 150 in your savings. If not, you'll have to wait till your it accumulates up to 0.01 to be added. There was also cashback when you make payment using the card which I didn't know till recently.",5,0,,2024-02-08 01:52:38,"Hey, Nad! Thanks for your kind words! Reviews and feedbacks like these are what keeps us going for our customers. 😉 You have our word that we’ll continue to introduce more features and will always strive to continuously improve our services!

If you need any help, feel free to reach out to us. We’ll be more than happy to assist you!",2024-02-08 03:07:44,
23,2c3f726b-bc77-464e-a674-e70ce6a2d32c,Jas WJ,https://play-lh.googleusercontent.com/a-/ALV-UjV5T5ucWJF6rLn0hclUrBYTkqP7PSLZiS8BIZB3y9eInjQKupUebg,"Great app that can park your savings using pockets, but hopefully the interest rate of the savings pockets will increase due to the current economic conditions",4,1,2.21.0,2024-01-26 14:43:30,Hi Jas! Thank you for your positive feedback and review. Rest assured we're continuously working hard on improving our product offerings. We have forwarded your feedback to our team. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊💜,2024-01-26 16:17:19,2.21.0
24,fa2da213-3564-4049-8ca8-390153ad2afc,Benjamin Tan,https://play-lh.googleusercontent.com/a/ACg8ocJ7jgWw3oAc-Vr_ymfIDbm0eC7llPewN8q5wtA_2K4cbVIZqw=mo,"Unable to login or use the forgot password function. System only replied with ""something wrong please try again later"" Now I was told I must wait for the next version of app to be rolled out progressively before I can login. Hopefully won't take too long",1,4,2.20.0,2024-01-25 21:30:51,"Hi Benjamin. We're sorry to hear this. We love to sort this issue quickly for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help. Thank you.🙏",2024-01-25 22:19:41,2.20.0
25,4082aa7b-b045-4f66-bf08-7a58e95fcb32,Adha Malek,https://play-lh.googleusercontent.com/a/ACg8ocJCZjatSTrZY1pqv8HF7A2lCL2YvE1zGmPjUxGZFPQOyfhX8A=mo,👍👍👍👍,5,0,2.17.0,2024-01-16 00:47:46,Hey Adha! We appreciate your 5 stars review. This made our day! Thanks for taking the time to leave your feedback. 🚀💜,2024-01-16 01:44:07,2.17.0
26,d9b812fb-0686-49a1-9056-39f6744e62cf,iqbal abdul salam,https://play-lh.googleusercontent.com/a-/ALV-UjXq8SECZzqO4Zm1LKMZBlOFz7l4V0wwMPxgYk4b9UY0EJMi2OMA_A,"Sorry to have said this, why not this gxbank through by gxbank for worldwide",1,0,,2024-01-14 21:58:33,"Hey, Iqbal! We are GXS Bank, currently for Singapore-based users. If you have any feedback, do get in touch with us at help@gxs.com.sg or call us at (+65) 3105 2055. As for GXBank-related queries, you may visit their site and reach out to them directly. 🙏",2024-01-14 23:20:35,
27,db044d7d-6656-4b7f-80ec-500a8512d9b8,Tony Low,https://play-lh.googleusercontent.com/a/ACg8ocLRYviPQzTzWOmF1Ak3zThWix69JUqcEZaKb5zGVg2eE4nbIA=mo,I don't set. A password in my phone n not allow me to down load this apps,5,0,2.17.0,2024-01-12 23:34:50,"Hi Tony, thank you for your feedback! Just to share, your device is required to be passcode protected to ensure the safety of your account. 🔐 You will be able to access to app once your device is passcode protected to apply for our products and services! 💜",2024-01-13 01:01:10,2.17.0
28,3c595ef5-51a5-41f2-bc77-e54147edca69,Koong Wei Jie,https://play-lh.googleusercontent.com/a/ACg8ocItICrA35iOUBNV-OKMUUnB332gNEJEKMKWrQV0aPBkAODQpg=mo,When to sign up for the account in last year august. 5 months has pass still waiting. Please help to solve the issue.,2,0,2.17.0,2024-01-11 02:37:31,"Hi Wei Jie! We love your enthusiasm! All GXS Savings Account slots have been taken up for now. We’re working to open new slots as soon as possible. For early access to new slots, register via the GXS app. While you’re here, have you checked out the GXS FlexiLoan yet? We appreciate your patience and can't wait to have you onboard with us! 🚀",2024-01-11 03:54:00,2.17.0
29,40cd292d-1981-4c83-81e0-84ad62e104ba,Sairuldin Noor,https://play-lh.googleusercontent.com/a/ACg8ocKTua2qouHwZdhkm_xx79JrB965R0URU6HVsTEtfFlUEDDK6A=mo,Why i cannot login?.,1,1,2.17.0,2024-01-10 01:22:47,"Hi Sairuldin! We're sorry to hear this. Could you get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help.🙏
",2024-01-10 02:55:16,2.17.0
30,7140a3fa-0b3c-4210-8292-281543182526,Najmul Hasan,https://play-lh.googleusercontent.com/a-/ALV-UjXlBOAeswYgr9XHDv14MOsCtEQ8f3j6Axc3pKZJAOe27BEBSjCg,Very good app,5,0,,2024-01-08 03:11:24,Hey Najmul! We appreciate your 5 stars review. 💜 We are thrilled to know that you like the app easy and user-friendly user interface. Thanks for taking the time to leave your feedback. We strive to serve you better! 🚀,2024-01-08 03:32:29,
31,4bd5626d-df09-43b8-a7ba-aea1c9672017,L Sent,https://play-lh.googleusercontent.com/a-/ALV-UjV0PRoX7zp-YARj9WMp0RR-ES_TC8JyZa06dDv7ZwHU3hv_P3Oj,I'm stuck on the singpass page without being able to proceed. All is updated to latest ver.,1,0,2.17.0,2023-12-30 18:08:20,"Hi there. This is not the experience that we’d want you to have. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Thank you.🙏",2023-12-30 18:58:26,2.17.0
32,a6460c3a-65ce-4ef0-9df6-152c1e04b774,WJ Chu,https://play-lh.googleusercontent.com/a-/ALV-UjVjRNzWqr89YnJGZJdwQg3BE7aVTxtg_hyT16hWgtsUNXbWoKMi,Love GxS bank. Would it be available on Google Pay as well? 😉,5,0,2.17.0,2023-12-30 14:09:20,Hi WJ! Thank you for your 5 stars review! We have forwarded your feedback to our team. We're continuously working hard to add more features to make your experience better. Thank you for your understanding and support! Have a great day and happy new year! 🙏🤩💜,2023-12-30 14:57:07,2.17.0
33,a82a2014-8e03-4260-a83f-ff396ab49204,Lam Quekyeong,https://play-lh.googleusercontent.com/a/ACg8ocI-lOsiiHk4sQSqCN1BkvQ2s0uzin0GmyaX9E28_ZlaLJtHVg=mo,Cannot sig up,1,2,2.17.0,2023-12-28 16:09:13,"Hey Quekyeong, sorry to hear that! Please get in touch with us at help@gxs.com.sg with your contact details, or call us at (+65) 3105 2055. We'll be happy to assist it.🙏",2023-12-28 16:19:07,2.17.0
34,7da8b5d5-e8b4-4eaf-a0fa-8efb187fd950,Chester,https://play-lh.googleusercontent.com/a/ACg8ocILBZla-pBrHCy5ATFSBaXvpM9teJs4psV3kQVYMdlgBFAC3g=mo,Occasionally getting unable to login error.,3,0,2.17.0,2023-12-26 15:05:50,"Hey Chester, sorry to hear that! Please get in touch with us at help@gxs.com.sg with your contact details or call us at (+65) 3105 2055. We’d be happy to look into this for you. 🙏",2023-12-26 16:14:25,2.17.0
35,efc92cf4-8d28-4f24-91d5-6edc6dd11971,Jahid,https://play-lh.googleusercontent.com/a/ACg8ocLyRj1f-JTv97yqEA55lE79IoEft8JnRINIqI_eEXpC0s6T1Q=mo,Well done,2,0,2.17.0,2023-12-23 07:47:44,"Hey Jahid! Thank you for your review. If you have any concerns or need assistance, feel free to reach out to us via our 24/7 hotline at (+65) 3105 2055. We’ll be happy to assist you! 💜",2023-12-23 08:52:44,2.17.0
36,1034c5b0-bfdd-495e-aac4-8172c3ee0022,Singapore Buildings,https://play-lh.googleusercontent.com/a/ACg8ocKFWw7R0njaNfny8Vg2Zogd5Pb6z6gGo10HLSrr6CWUTfKQ8w=mo,"Buggy app, bad interest rate",1,2,,2023-12-22 10:24:44,"Hi Mike! We're sorry to hear about your experience. We're continuously working hard on improving our product offerings. We love to help you resolve the app issue quickly. Kindly drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Have a great day! 😊🙏",2023-12-22 11:01:47,
37,d549f3e9-a923-426f-9d22-f01651a2965a,Yw T,https://play-lh.googleusercontent.com/a/ACg8ocK_N5aZK_Of20P5lfzdwTTvrNLSyJoMMt8qQAf8g8sUrTxFlA=mo,I am unable to log in today when i could yesterday. I cant transfer my money out to use. There is no alternative like physical counter or website so my money is stuck when i urgently need my money.,1,1,2.17.0,2023-12-21 11:23:03,Hi there! We are sorry to hear that you are having difficulty transferring your funds. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg. 🙏,2023-12-21 12:00:41,2.17.0
38,e5a70859-a5c4-44af-85bf-a06f8af49ba4,Aza_ain,https://play-lh.googleusercontent.com/a/ACg8ocI-hIQVITniUvICOwrwZ-uhf6yojvwTlWORYDiCIo4T3bK1PQ=mo,What a nonsense app is this??download but say got malware in my hp?and ask me to fix my app?wth?,1,3,2.17.0,2023-12-19 00:39:21,"Hi Aza, we are sorry to hear that you are having difficulty accessing the app. We have enhanced our anti-malware protection and customers will not be able to access the app if there is detection of security vulnerabilities in their device. Please call our hotline so we can assist you better.",2023-12-19 02:18:49,2.17.0
39,7e87c49a-4bad-4c49-94b3-3b036c327e76,Emirul Izma Abdul,https://play-lh.googleusercontent.com/a-/ALV-UjW_tvvh6Sv_eeiFSgHn25udYgFG_ZO3btWmK3uSfRy68JYAU0xz,Easy and fast app,5,0,2.17.0,2023-12-18 22:38:27,Hi Emirul! We appreciate your 5 stars review. 💜We're glad our GXS app is easy to use and we work hard to meet expectations like yours! 🤩,2023-12-18 23:13:36,2.17.0
40,215576eb-9b5c-4b65-9e9a-d6beb53c8a8f,Diana Amin,https://play-lh.googleusercontent.com/a/ACg8ocIDkxIbL_vO-nw3LN3nxRqSAXVC2fRGRxQIe6a_sVoj97o_6w=mo,could not open my gxs app,1,0,2.17.0,2023-12-18 19:13:13,Hey Diana! We'd love to look into this. Please feel free to get in touch with us through our 24/7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact number so we can reach out to you promptly. 🙏,2023-12-18 19:32:33,2.17.0
41,0f2596af-16ba-437d-9295-fe4806c3076d,Swee Seng,https://play-lh.googleusercontent.com/a/ACg8ocIFb4jtPO1WOiXwChc-lPAS7qep_bxvCDfHrvLo467-kE4WZQ=mo,"Your phone cannot be used Lol, which part of my phone have been modified? Nvr root or anything This is something that should not even be released to the public when you can't even get device authentication working UPDATE: So they decided to just close my issue and deemed it as ""resolved"" when it isn't Dont ever use this pos software",1,6,2.0.0,2023-12-10 14:01:06,Hi Swee Seng! We’re sorry to make you feel that way! 🙁 We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. Please do not hesitate to reach out to us at (+65) 3105 2055 or via our email at help@gxs.com.sg. 🚀,2023-12-10 14:26:08,2.0.0
42,ae2d8670-c07f-4933-a565-c8e5417a3111,အကြီး ကောင်,https://play-lh.googleusercontent.com/a/ACg8ocLgtCVU6aZSOKzSkoZkdRd7Zzg9cur1KeqWfdMaI7oLO_FHIA=mo,Good,1,0,2.17.0,2023-12-10 10:23:04,"Hi there! Thank you for your review. If you have any concerns or need assistance, feel free to reach out to us via our 24/7 hotline at (+65) 3105 2055. We’ll be glad to help! 💜",2023-12-10 11:37:27,2.17.0
43,87445734-cb48-4cf5-8162-ac73660b32da,Muhd Rashid,https://play-lh.googleusercontent.com/a-/ALV-UjXQw0KnUD-t7TLk99JdzrMlqf5kY3X_n-7Uau6TP3G7UJu3hk9W,Easy loan and easy payment with no hassle.,5,0,2.17.0,2023-12-10 03:41:24,"Hi Muhd Rashid thank you for your kind words, we are glad our services live up to your expectations.",2023-12-10 04:41:11,2.17.0
44,91d9f675-aea7-4e99-82f2-c8448b4fbb99,Suvega Srinivasan,https://play-lh.googleusercontent.com/a-/ALV-UjVFXXlmdHeXCn0g6kmPAQLzq3LYUumjTpRjTOX-n71efTsJFRKIkg,Very good digital savings bank account that helps grow our funds.,5,1,2.17.0,2023-12-07 10:50:29,"Hi Suvega! Thank you for your 5-star review! 🤩 We are thrilled to know that you're enjoying our daily interest crediting feature! 🚀 We appreciate you for taking the time to leave your feedback! 🙏
",2023-12-07 11:40:03,2.17.0
45,c3bc30ad-10dc-45bc-8826-c0989f101e41,Elias Chang,https://play-lh.googleusercontent.com/a-/ALV-UjUJUK4StpN1KgIamiuF1dWpbPPb9ELiW4GSycC0HVhM8BG13XDS,Great savings rate!,5,0,2.17.0,2023-12-06 16:40:34,Hi Elias! We appreciate your 5 stars review. 💜 We are thrilled to know that you like the interest rate we offer for our account! 🤩 Thanks for taking the time to leave your feedback! We strive to serve you better! 🚀,2023-12-06 19:22:12,2.17.0
46,48640d8a-63b2-4865-b5b6-59dc0b203457,Hamzah Basir,https://play-lh.googleusercontent.com/a-/ALV-UjUUZnwqN1CU2K--UMp4A4POMKbpbdTbbSpE6izI9oEOoy9GKWI,Loving it so far.,5,0,2.16.0,2023-12-06 16:35:35,"Hi Hamzah! Thank you for your wonderful feedback. This review made our day! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩💜",2023-12-06 19:14:17,2.16.0
47,ec8f0d78-3f36-4986-a176-b6ee9408f5d9,xxxredyaxxx 21,https://play-lh.googleusercontent.com/a-/ALV-UjU630y7uxwOLZL5DJWwHfY1m-D7bcPpweVKUmgZTX1HNBPxjHR1,Easy to use,5,0,2.16.0,2023-12-06 16:32:57,Hi there! Thank you for your 5 stars review. 💜We are thrilled to know that you like the app easy and user-friendly user interface! We work hard to meet expectations like yours. Thank you and keep using our app!🙏🤩,2023-12-06 19:16:58,2.16.0
48,e9745c2d-e847-4d9f-85dd-1f9ff43ffb67,Yew ZHIYING,https://play-lh.googleusercontent.com/a/ACg8ocJfCeyMDmGRH5ofm4hNrc3eKtSd3WiCLiqe4KPMguUwUQyokwU=mo,Couldn't use the app suddenly,1,0,2.17.0,2023-12-06 15:12:41,"Hi Zhiying. We're sorry to hear about your experience. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. 🙏",2023-12-06 16:27:05,2.17.0
49,6ded89fc-f46b-480c-b717-3d322df4a6bc,Amelia Loo,https://play-lh.googleusercontent.com/a/ACg8ocJPrxduWR85skElmgQDDxnOJRJC-3a4Xy-9Pv39OQjrHrccWg=mo,Poor try attempted but still cannot . Terrible app....,1,0,2.17.0,2023-12-05 15:51:56,Hi Amelia. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better. Please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055. We’d be happy to hear your feedback on how we can do better! 🙏,2023-12-05 16:50:55,2.17.0
50,61d4b82a-5257-476a-9a9d-b03be4ab7253,Ken Cheng,https://play-lh.googleusercontent.com/a-/ALV-UjV_li2llSRaA_SXxIlkB5zxlVyVNceJwFM0OoUVytUrJSB4xfud,"Few months have passed. And we still can't add favourite payee, etc. Can u guy really work on it",1,4,2.16.0,2023-12-04 19:48:59,"Hi Ken! 👋 We have forwarded your feedback regarding the add payee function to the team. We're continuously working hard to add more features to make your experience better. We thank you for your understanding and patience. 🙏
",2023-12-04 20:54:17,2.16.0
51,d26c47fb-1511-4d1b-94f3-778f52322329,Arthur Gerard,https://play-lh.googleusercontent.com/a-/ALV-UjW8HPl0pKAzFpMR7KLcRf6VVFNyTFuq0Kvx2y59Q1eok2Fv3lDbGw,Could be scam,1,0,,2023-11-30 18:42:20,"Hi Arthur, thanks for reaching out. Rest assured, GXS Bank is a licensed bank with the Monetary Authority of Singapore. Let us know what can be improved. Please feel free to reach out to us at help@gxs.com.sg or (+65) 3105 2055. We'll be happy to assist with any of your questions or concerns. Have a great day! 😊🙏",2023-11-30 19:49:22,
